"Region.Name","Region.Code","Year","Education","Gender","Number.of.Enrolment","Vizside"
"Europe & Central Asia","ECS",1986,"Pre-primary","Male",13986496,"region"
"Europe & Central Asia","ECS",1986,"Primary","Male",29280114,"region"
"Europe & Central Asia","ECS",1986,"Secondary","Male",41893684,"region"
"Europe & Central Asia","ECS",1986,"Tertiary","Male",9716768,"region"
"Europe & Central Asia","ECS",1987,"Pre-primary","Male",14124757,"region"
"Europe & Central Asia","ECS",1987,"Primary","Male",29400830,"region"
"Europe & Central Asia","ECS",1987,"Secondary","Male",42022184,"region"
"Europe & Central Asia","ECS",1987,"Tertiary","Male",9769265,"region"
"Europe & Central Asia","ECS",1988,"Pre-primary","Male",14319833,"region"
"Europe & Central Asia","ECS",1988,"Primary","Male",29525978,"region"
"Europe & Central Asia","ECS",1988,"Secondary","Male",42019164,"region"
"Europe & Central Asia","ECS",1988,"Tertiary","Male",9880463,"region"
"Europe & Central Asia","ECS",1989,"Pre-primary","Male",14481420,"region"
"Europe & Central Asia","ECS",1989,"Primary","Male",29368518,"region"
"Europe & Central Asia","ECS",1989,"Secondary","Male",42005480,"region"
"Europe & Central Asia","ECS",1989,"Tertiary","Male",10078894,"region"
"Europe & Central Asia","ECS",1990,"Pre-primary","Male",14640576,"region"
"Europe & Central Asia","ECS",1990,"Primary","Male",29355368,"region"
"Europe & Central Asia","ECS",1990,"Secondary","Male",41821324,"region"
"Europe & Central Asia","ECS",1990,"Tertiary","Male",10349822,"region"
"Europe & Central Asia","ECS",1991,"Pre-primary","Male",14471873,"region"
"Europe & Central Asia","ECS",1991,"Primary","Male",29385924,"region"
"Europe & Central Asia","ECS",1991,"Secondary","Male",41720796,"region"
"Europe & Central Asia","ECS",1991,"Tertiary","Male",10666117,"region"
"Europe & Central Asia","ECS",1992,"Pre-primary","Male",14190372,"region"
"Europe & Central Asia","ECS",1992,"Primary","Male",29258978,"region"
"Europe & Central Asia","ECS",1992,"Secondary","Male",41642324,"region"
"Europe & Central Asia","ECS",1992,"Tertiary","Male",10802923,"region"
"Europe & Central Asia","ECS",1993,"Pre-primary","Male",13894801,"region"
"Europe & Central Asia","ECS",1993,"Primary","Male",29251418,"region"
"Europe & Central Asia","ECS",1993,"Secondary","Male",42488832,"region"
"Europe & Central Asia","ECS",1993,"Tertiary","Male",11014839,"region"
"Europe & Central Asia","ECS",1994,"Pre-primary","Male",13173208,"region"
"Europe & Central Asia","ECS",1994,"Primary","Male",29256308,"region"
"Europe & Central Asia","ECS",1994,"Secondary","Male",43058520,"region"
"Europe & Central Asia","ECS",1994,"Tertiary","Male",11383454,"region"
"Europe & Central Asia","ECS",1995,"Pre-primary","Male",12840806,"region"
"Europe & Central Asia","ECS",1995,"Primary","Male",29330724,"region"
"Europe & Central Asia","ECS",1995,"Secondary","Male",43381684,"region"
"Europe & Central Asia","ECS",1995,"Tertiary","Male",11471050,"region"
"Europe & Central Asia","ECS",1996,"Pre-primary","Male",12554659,"region"
"Europe & Central Asia","ECS",1996,"Primary","Male",29920452,"region"
"Europe & Central Asia","ECS",1996,"Secondary","Male",43161556,"region"
"Europe & Central Asia","ECS",1996,"Tertiary","Male",11804533,"region"
"Europe & Central Asia","ECS",1997,"Pre-primary","Male",12077376,"region"
"Europe & Central Asia","ECS",1997,"Primary","Male",29774524,"region"
"Europe & Central Asia","ECS",1997,"Secondary","Male",43281828,"region"
"Europe & Central Asia","ECS",1997,"Tertiary","Male",12212262,"region"
"Europe & Central Asia","ECS",1998,"Pre-primary","Male",11395400,"region"
"Europe & Central Asia","ECS",1998,"Primary","Male",29454450,"region"
"Europe & Central Asia","ECS",1998,"Secondary","Male",43035392,"region"
"Europe & Central Asia","ECS",1998,"Tertiary","Male",12353996,"region"
"Europe & Central Asia","ECS",1999,"Pre-primary","Male",11044560,"region"
"Europe & Central Asia","ECS",1999,"Primary","Male",28977488,"region"
"Europe & Central Asia","ECS",1999,"Secondary","Male",43652020,"region"
"Europe & Central Asia","ECS",1999,"Tertiary","Male",12866473,"region"
"Europe & Central Asia","ECS",2000,"Pre-primary","Male",10806186,"region"
"Europe & Central Asia","ECS",2000,"Primary","Male",28246828,"region"
"Europe & Central Asia","ECS",2000,"Secondary","Male",44006548,"region"
"Europe & Central Asia","ECS",2000,"Tertiary","Male",13438500,"region"
"Europe & Central Asia","ECS",2001,"Pre-primary","Male",10733992,"region"
"Europe & Central Asia","ECS",2001,"Primary","Male",27714794,"region"
"Europe & Central Asia","ECS",2001,"Secondary","Male",44712672,"region"
"Europe & Central Asia","ECS",2001,"Tertiary","Male",14192069,"region"
"Europe & Central Asia","ECS",2002,"Pre-primary","Male",10691021,"region"
"Europe & Central Asia","ECS",2002,"Primary","Male",27258740,"region"
"Europe & Central Asia","ECS",2002,"Secondary","Male",44890260,"region"
"Europe & Central Asia","ECS",2002,"Tertiary","Male",14869750,"region"
"Europe & Central Asia","ECS",2003,"Pre-primary","Male",10725729,"region"
"Europe & Central Asia","ECS",2003,"Primary","Male",26666632,"region"
"Europe & Central Asia","ECS",2003,"Secondary","Male",44689832,"region"
"Europe & Central Asia","ECS",2003,"Tertiary","Male",15762132,"region"
"Europe & Central Asia","ECS",2004,"Pre-primary","Male",10605523,"region"
"Europe & Central Asia","ECS",2004,"Primary","Male",26952736,"region"
"Europe & Central Asia","ECS",2004,"Secondary","Male",43126756,"region"
"Europe & Central Asia","ECS",2004,"Tertiary","Male",16041624,"region"
"Europe & Central Asia","ECS",2005,"Pre-primary","Male",10840008,"region"
"Europe & Central Asia","ECS",2005,"Primary","Male",26287858,"region"
"Europe & Central Asia","ECS",2005,"Secondary","Male",42383376,"region"
"Europe & Central Asia","ECS",2005,"Tertiary","Male",16558554,"region"
"Europe & Central Asia","ECS",2006,"Pre-primary","Male",11107886,"region"
"Europe & Central Asia","ECS",2006,"Primary","Male",25787220,"region"
"Europe & Central Asia","ECS",2006,"Secondary","Male",41551344,"region"
"Europe & Central Asia","ECS",2006,"Tertiary","Male",17018552,"region"
"Europe & Central Asia","ECS",2007,"Pre-primary","Male",11308364,"region"
"Europe & Central Asia","ECS",2007,"Primary","Male",25490706,"region"
"Europe & Central Asia","ECS",2007,"Secondary","Male",40792692,"region"
"Europe & Central Asia","ECS",2007,"Tertiary","Male",17316534,"region"
"Europe & Central Asia","ECS",2008,"Pre-primary","Male",11644762,"region"
"Europe & Central Asia","ECS",2008,"Primary","Male",25277466,"region"
"Europe & Central Asia","ECS",2008,"Secondary","Male",39963820,"region"
"Europe & Central Asia","ECS",2008,"Tertiary","Male",17486484,"region"
"Europe & Central Asia","ECS",2009,"Pre-primary","Male",11911661,"region"
"Europe & Central Asia","ECS",2009,"Primary","Male",24998964,"region"
"Europe & Central Asia","ECS",2009,"Secondary","Male",39432600,"region"
"Europe & Central Asia","ECS",2009,"Tertiary","Male",17736182,"region"
"Europe & Central Asia","ECS",2010,"Pre-primary","Male",12239494,"region"
"Europe & Central Asia","ECS",2010,"Primary","Male",24964140,"region"
"Europe & Central Asia","ECS",2010,"Secondary","Male",39325948,"region"
"Europe & Central Asia","ECS",2010,"Tertiary","Male",18035058,"region"
"Europe & Central Asia","ECS",2011,"Pre-primary","Male",12655798,"region"
"Europe & Central Asia","ECS",2011,"Primary","Male",25022154,"region"
"Europe & Central Asia","ECS",2011,"Secondary","Male",38789916,"region"
"Europe & Central Asia","ECS",2011,"Tertiary","Male",18089718,"region"
"Europe & Central Asia","ECS",2012,"Pre-primary","Male",13049766,"region"
"Europe & Central Asia","ECS",2012,"Primary","Male",25083224,"region"
"Europe & Central Asia","ECS",2012,"Secondary","Male",38138764,"region"
"Europe & Central Asia","ECS",2012,"Tertiary","Male",18076672,"region"
"Europe & Central Asia","ECS",2013,"Pre-primary","Male",12701454,"region"
"Europe & Central Asia","ECS",2013,"Primary","Male",25089442,"region"
"Europe & Central Asia","ECS",2013,"Secondary","Male",40514840,"region"
"Europe & Central Asia","ECS",2013,"Tertiary","Male",18028322,"region"
"Europe & Central Asia","ECS",2014,"Pre-primary","Male",13111690,"region"
"Europe & Central Asia","ECS",2014,"Primary","Male",25325912,"region"
"Europe & Central Asia","ECS",2014,"Secondary","Male",40224032,"region"
"Europe & Central Asia","ECS",2014,"Tertiary","Male",17843682,"region"
"Europe & Central Asia","ECS",2015,"Pre-primary","Male",NA,"region"
"Europe & Central Asia","ECS",2015,"Primary","Male",NA,"region"
"Europe & Central Asia","ECS",2015,"Secondary","Male",NA,"region"
"Europe & Central Asia","ECS",2015,"Tertiary","Male",NA,"region"
"Europe & Central Asia","ECS",2016,"Pre-primary","Male",NA,"region"
"Europe & Central Asia","ECS",2016,"Primary","Male",NA,"region"
"Europe & Central Asia","ECS",2016,"Secondary","Male",NA,"region"
"Europe & Central Asia","ECS",2016,"Tertiary","Male",NA,"region"
"Europe & Central Asia","ECS",2017,"Pre-primary","Male",NA,"region"
"Europe & Central Asia","ECS",2017,"Primary","Male",NA,"region"
"Europe & Central Asia","ECS",2017,"Secondary","Male",NA,"region"
"Europe & Central Asia","ECS",2017,"Tertiary","Male",NA,"region"
"Latin America & Caribbean","LCN",1970,"Pre-primary","Male",919368.5,"region"
"Latin America & Caribbean","LCN",1970,"Primary","Male",21970078,"region"
"Latin America & Caribbean","LCN",1970,"Secondary","Male",5718701,"region"
"Latin America & Caribbean","LCN",1970,"Tertiary","Male",1121241.6875,"region"
"Latin America & Caribbean","LCN",1971,"Pre-primary","Male",974088.3125,"region"
"Latin America & Caribbean","LCN",1971,"Primary","Male",23004676,"region"
"Latin America & Caribbean","LCN",1971,"Secondary","Male",6075179,"region"
"Latin America & Caribbean","LCN",1971,"Tertiary","Male",1184593.25,"region"
"Latin America & Caribbean","LCN",1972,"Pre-primary","Male",1038696,"region"
"Latin America & Caribbean","LCN",1972,"Primary","Male",23692656,"region"
"Latin America & Caribbean","LCN",1972,"Secondary","Male",6876344,"region"
"Latin America & Caribbean","LCN",1972,"Tertiary","Male",1339694.9375,"region"
"Latin America & Caribbean","LCN",1973,"Pre-primary","Male",1102859.25,"region"
"Latin America & Caribbean","LCN",1973,"Primary","Male",24398906,"region"
"Latin America & Caribbean","LCN",1973,"Secondary","Male",7574220.5,"region"
"Latin America & Caribbean","LCN",1973,"Tertiary","Male",1539265.0625,"region"
"Latin America & Caribbean","LCN",1974,"Pre-primary","Male",1179803.625,"region"
"Latin America & Caribbean","LCN",1974,"Primary","Male",24894554,"region"
"Latin America & Caribbean","LCN",1974,"Secondary","Male",8921143,"region"
"Latin America & Caribbean","LCN",1974,"Tertiary","Male",1781517,"region"
"Latin America & Caribbean","LCN",1975,"Pre-primary","Male",1319191.125,"region"
"Latin America & Caribbean","LCN",1975,"Primary","Male",25266516,"region"
"Latin America & Caribbean","LCN",1975,"Secondary","Male",9412737,"region"
"Latin America & Caribbean","LCN",1975,"Tertiary","Male",2053481.75,"region"
"Latin America & Caribbean","LCN",1976,"Pre-primary","Male",1510546.125,"region"
"Latin America & Caribbean","LCN",1976,"Primary","Male",25622690,"region"
"Latin America & Caribbean","LCN",1976,"Secondary","Male",10354562,"region"
"Latin America & Caribbean","LCN",1976,"Tertiary","Male",2197790.875,"region"
"Latin America & Caribbean","LCN",1977,"Pre-primary","Male",1676029.875,"region"
"Latin America & Caribbean","LCN",1977,"Primary","Male",26460006,"region"
"Latin America & Caribbean","LCN",1977,"Secondary","Male",11322942,"region"
"Latin America & Caribbean","LCN",1977,"Tertiary","Male",2288537.375,"region"
"Latin America & Caribbean","LCN",1978,"Pre-primary","Male",1827036.5,"region"
"Latin America & Caribbean","LCN",1978,"Primary","Male",27259456,"region"
"Latin America & Caribbean","LCN",1978,"Secondary","Male",11829690,"region"
"Latin America & Caribbean","LCN",1978,"Tertiary","Male",2406996.125,"region"
"Latin America & Caribbean","LCN",1979,"Pre-primary","Male",2041584,"region"
"Latin America & Caribbean","LCN",1979,"Primary","Male",28480354,"region"
"Latin America & Caribbean","LCN",1979,"Secondary","Male",17695362,"region"
"Latin America & Caribbean","LCN",1979,"Tertiary","Male",2569562.75,"region"
"Latin America & Caribbean","LCN",1980,"Pre-primary","Male",2218017.5,"region"
"Latin America & Caribbean","LCN",1980,"Primary","Male",29041340,"region"
"Latin America & Caribbean","LCN",1980,"Secondary","Male",18229982,"region"
"Latin America & Caribbean","LCN",1980,"Tertiary","Male",2726319.125,"region"
"Latin America & Caribbean","LCN",1981,"Pre-primary","Male",2549125.75,"region"
"Latin America & Caribbean","LCN",1981,"Primary","Male",29527310,"region"
"Latin America & Caribbean","LCN",1981,"Secondary","Male",18547914,"region"
"Latin America & Caribbean","LCN",1981,"Tertiary","Male",2861621.5,"region"
"Latin America & Caribbean","LCN",1982,"Pre-primary","Male",2966019,"region"
"Latin America & Caribbean","LCN",1982,"Primary","Male",30183318,"region"
"Latin America & Caribbean","LCN",1982,"Secondary","Male",18989602,"region"
"Latin America & Caribbean","LCN",1982,"Tertiary","Male",2954193.5,"region"
"Latin America & Caribbean","LCN",1983,"Pre-primary","Male",3315371.25,"region"
"Latin America & Caribbean","LCN",1983,"Primary","Male",30381776,"region"
"Latin America & Caribbean","LCN",1983,"Secondary","Male",19454942,"region"
"Latin America & Caribbean","LCN",1983,"Tertiary","Male",3085505.5,"region"
"Latin America & Caribbean","LCN",1984,"Pre-primary","Male",3712749,"region"
"Latin America & Caribbean","LCN",1984,"Primary","Male",31242120,"region"
"Latin America & Caribbean","LCN",1984,"Secondary","Male",19983314,"region"
"Latin America & Caribbean","LCN",1984,"Tertiary","Male",3617644.75,"region"
"Latin America & Caribbean","LCN",1985,"Pre-primary","Male",3998324.75,"region"
"Latin America & Caribbean","LCN",1985,"Primary","Male",31368414,"region"
"Latin America & Caribbean","LCN",1985,"Secondary","Male",14531665,"region"
"Latin America & Caribbean","LCN",1985,"Tertiary","Male",3775146,"region"
"Latin America & Caribbean","LCN",1986,"Pre-primary","Male",4420538,"region"
"Latin America & Caribbean","LCN",1986,"Primary","Male",33953038,"region"
"Latin America & Caribbean","LCN",1986,"Secondary","Male",20912708,"region"
"Latin America & Caribbean","LCN",1986,"Tertiary","Male",3536510.75,"region"
"Latin America & Caribbean","LCN",1987,"Pre-primary","Male",5440207,"region"
"Latin America & Caribbean","LCN",1987,"Primary","Male",31718834,"region"
"Latin America & Caribbean","LCN",1987,"Secondary","Male",21324188,"region"
"Latin America & Caribbean","LCN",1987,"Tertiary","Male",3556870.5,"region"
"Latin America & Caribbean","LCN",1988,"Pre-primary","Male",5555925,"region"
"Latin America & Caribbean","LCN",1988,"Primary","Male",32329510,"region"
"Latin America & Caribbean","LCN",1988,"Secondary","Male",21730326,"region"
"Latin America & Caribbean","LCN",1988,"Tertiary","Male",3693206,"region"
"Latin America & Caribbean","LCN",1989,"Pre-primary","Male",5664327,"region"
"Latin America & Caribbean","LCN",1989,"Primary","Male",32173030,"region"
"Latin America & Caribbean","LCN",1989,"Secondary","Male",22092560,"region"
"Latin America & Caribbean","LCN",1989,"Tertiary","Male",3699168,"region"
"Latin America & Caribbean","LCN",1990,"Pre-primary","Male",6263386,"region"
"Latin America & Caribbean","LCN",1990,"Primary","Male",33173908,"region"
"Latin America & Caribbean","LCN",1990,"Secondary","Male",22380372,"region"
"Latin America & Caribbean","LCN",1990,"Tertiary","Male",3692970.25,"region"
"Latin America & Caribbean","LCN",1991,"Pre-primary","Male",6155715,"region"
"Latin America & Caribbean","LCN",1991,"Primary","Male",32863044,"region"
"Latin America & Caribbean","LCN",1991,"Secondary","Male",22815910,"region"
"Latin America & Caribbean","LCN",1991,"Tertiary","Male",3800951.25,"region"
"Latin America & Caribbean","LCN",1992,"Pre-primary","Male",6500945,"region"
"Latin America & Caribbean","LCN",1992,"Primary","Male",33387572,"region"
"Latin America & Caribbean","LCN",1992,"Secondary","Male",23354542,"region"
"Latin America & Caribbean","LCN",1992,"Tertiary","Male",3803530.25,"region"
"Latin America & Caribbean","LCN",1993,"Pre-primary","Male",6777560,"region"
"Latin America & Caribbean","LCN",1993,"Primary","Male",33851974,"region"
"Latin America & Caribbean","LCN",1993,"Secondary","Male",23615830,"region"
"Latin America & Caribbean","LCN",1993,"Tertiary","Male",3785866.25,"region"
"Latin America & Caribbean","LCN",1994,"Pre-primary","Male",6908303.5,"region"
"Latin America & Caribbean","LCN",1994,"Primary","Male",34377248,"region"
"Latin America & Caribbean","LCN",1994,"Secondary","Male",24114004,"region"
"Latin America & Caribbean","LCN",1994,"Tertiary","Male",3846861.75,"region"
"Latin America & Caribbean","LCN",1995,"Pre-primary","Male",7144592,"region"
"Latin America & Caribbean","LCN",1995,"Primary","Male",36743988,"region"
"Latin America & Caribbean","LCN",1995,"Secondary","Male",24696774,"region"
"Latin America & Caribbean","LCN",1995,"Tertiary","Male",4297129.5,"region"
"Latin America & Caribbean","LCN",1996,"Pre-primary","Male",7380353.5,"region"
"Latin America & Caribbean","LCN",1996,"Primary","Male",37055460,"region"
"Latin America & Caribbean","LCN",1996,"Secondary","Male",25452374,"region"
"Latin America & Caribbean","LCN",1996,"Tertiary","Male",4094933,"region"
"Latin America & Caribbean","LCN",1997,"Pre-primary","Male",7530031,"region"
"Latin America & Caribbean","LCN",1997,"Primary","Male",35787372,"region"
"Latin America & Caribbean","LCN",1997,"Secondary","Male",25857278,"region"
"Latin America & Caribbean","LCN",1997,"Tertiary","Male",4600587,"region"
"Latin America & Caribbean","LCN",1998,"Pre-primary","Male",7815708.5,"region"
"Latin America & Caribbean","LCN",1998,"Primary","Male",37150596,"region"
"Latin America & Caribbean","LCN",1998,"Secondary","Male",26862856,"region"
"Latin America & Caribbean","LCN",1998,"Tertiary","Male",4697297,"region"
"Latin America & Caribbean","LCN",1999,"Pre-primary","Male",7884831,"region"
"Latin America & Caribbean","LCN",1999,"Primary","Male",36359272,"region"
"Latin America & Caribbean","LCN",1999,"Secondary","Male",26813708,"region"
"Latin America & Caribbean","LCN",1999,"Tertiary","Male",5027542.5,"region"
"Latin America & Caribbean","LCN",2000,"Pre-primary","Male",8317124,"region"
"Latin America & Caribbean","LCN",2000,"Primary","Male",36225060,"region"
"Latin America & Caribbean","LCN",2000,"Secondary","Male",27992382,"region"
"Latin America & Caribbean","LCN",2000,"Tertiary","Male",5321645.5,"region"
"Latin America & Caribbean","LCN",2001,"Pre-primary","Male",8401756.5,"region"
"Latin America & Caribbean","LCN",2001,"Primary","Male",36061656,"region"
"Latin America & Caribbean","LCN",2001,"Secondary","Male",28012844,"region"
"Latin America & Caribbean","LCN",2001,"Tertiary","Male",5719731,"region"
"Latin America & Caribbean","LCN",2002,"Pre-primary","Male",8456036.5,"region"
"Latin America & Caribbean","LCN",2002,"Primary","Male",36114364,"region"
"Latin America & Caribbean","LCN",2002,"Secondary","Male",28566982,"region"
"Latin America & Caribbean","LCN",2002,"Tertiary","Male",6162813,"region"
"Latin America & Caribbean","LCN",2003,"Pre-primary","Male",8567042,"region"
"Latin America & Caribbean","LCN",2003,"Primary","Male",35822292,"region"
"Latin America & Caribbean","LCN",2003,"Secondary","Male",27822242,"region"
"Latin America & Caribbean","LCN",2003,"Tertiary","Male",6567942,"region"
"Latin America & Caribbean","LCN",2004,"Pre-primary","Male",8856052,"region"
"Latin America & Caribbean","LCN",2004,"Primary","Male",35888256,"region"
"Latin America & Caribbean","LCN",2004,"Secondary","Male",28571726,"region"
"Latin America & Caribbean","LCN",2004,"Tertiary","Male",6942665.5,"region"
"Latin America & Caribbean","LCN",2005,"Pre-primary","Male",9110288,"region"
"Latin America & Caribbean","LCN",2005,"Primary","Male",35680388,"region"
"Latin America & Caribbean","LCN",2005,"Secondary","Male",28770464,"region"
"Latin America & Caribbean","LCN",2005,"Tertiary","Male",7370325,"region"
"Latin America & Caribbean","LCN",2006,"Pre-primary","Male",9259531,"region"
"Latin America & Caribbean","LCN",2006,"Primary","Male",35494226,"region"
"Latin America & Caribbean","LCN",2006,"Secondary","Male",28865620,"region"
"Latin America & Caribbean","LCN",2006,"Tertiary","Male",7850054,"region"
"Latin America & Caribbean","LCN",2007,"Pre-primary","Male",9380369,"region"
"Latin America & Caribbean","LCN",2007,"Primary","Male",35451396,"region"
"Latin America & Caribbean","LCN",2007,"Secondary","Male",28794672,"region"
"Latin America & Caribbean","LCN",2007,"Tertiary","Male",8337489,"region"
"Latin America & Caribbean","LCN",2008,"Pre-primary","Male",9703724,"region"
"Latin America & Caribbean","LCN",2008,"Primary","Male",35221140,"region"
"Latin America & Caribbean","LCN",2008,"Secondary","Male",29205902,"region"
"Latin America & Caribbean","LCN",2008,"Tertiary","Male",9048557,"region"
"Latin America & Caribbean","LCN",2009,"Pre-primary","Male",9859940,"region"
"Latin America & Caribbean","LCN",2009,"Primary","Male",35092688,"region"
"Latin America & Caribbean","LCN",2009,"Secondary","Male",29577940,"region"
"Latin America & Caribbean","LCN",2009,"Tertiary","Male",9244290,"region"
"Latin America & Caribbean","LCN",2010,"Pre-primary","Male",9741724,"region"
"Latin America & Caribbean","LCN",2010,"Primary","Male",34772320,"region"
"Latin America & Caribbean","LCN",2010,"Secondary","Male",29937306,"region"
"Latin America & Caribbean","LCN",2010,"Tertiary","Male",9659776,"region"
"Latin America & Caribbean","LCN",2011,"Pre-primary","Male",9796616,"region"
"Latin America & Caribbean","LCN",2011,"Primary","Male",34455294,"region"
"Latin America & Caribbean","LCN",2011,"Secondary","Male",30096330,"region"
"Latin America & Caribbean","LCN",2011,"Tertiary","Male",10022872,"region"
"Latin America & Caribbean","LCN",2012,"Pre-primary","Male",9922585,"region"
"Latin America & Caribbean","LCN",2012,"Primary","Male",34055448,"region"
"Latin America & Caribbean","LCN",2012,"Secondary","Male",30183730,"region"
"Latin America & Caribbean","LCN",2012,"Tertiary","Male",10294636,"region"
"Latin America & Caribbean","LCN",2013,"Pre-primary","Male",10141595,"region"
"Latin America & Caribbean","LCN",2013,"Primary","Male",34115338,"region"
"Latin America & Caribbean","LCN",2013,"Secondary","Male",31782218,"region"
"Latin America & Caribbean","LCN",2013,"Tertiary","Male",10544693,"region"
"Latin America & Caribbean","LCN",2014,"Pre-primary","Male",10181729,"region"
"Latin America & Caribbean","LCN",2014,"Primary","Male",33722122,"region"
"Latin America & Caribbean","LCN",2014,"Secondary","Male",31704222,"region"
"Latin America & Caribbean","LCN",2014,"Tertiary","Male",10651439,"region"
"Latin America & Caribbean","LCN",2015,"Pre-primary","Male",NA,"region"
"Latin America & Caribbean","LCN",2015,"Primary","Male",NA,"region"
"Latin America & Caribbean","LCN",2015,"Secondary","Male",NA,"region"
"Latin America & Caribbean","LCN",2015,"Tertiary","Male",NA,"region"
"Latin America & Caribbean","LCN",2016,"Pre-primary","Male",NA,"region"
"Latin America & Caribbean","LCN",2016,"Primary","Male",NA,"region"
"Latin America & Caribbean","LCN",2016,"Secondary","Male",NA,"region"
"Latin America & Caribbean","LCN",2016,"Tertiary","Male",NA,"region"
"Latin America & Caribbean","LCN",2017,"Pre-primary","Male",NA,"region"
"Latin America & Caribbean","LCN",2017,"Primary","Male",NA,"region"
"Latin America & Caribbean","LCN",2017,"Secondary","Male",NA,"region"
"Latin America & Caribbean","LCN",2017,"Tertiary","Male",NA,"region"
"Middle East & North Africa","MEA",1970,"Pre-primary","Male",462051.15625,"region"
"Middle East & North Africa","MEA",1970,"Primary","Male",9928901,"region"
"Middle East & North Africa","MEA",1970,"Secondary","Male",3430994.375,"region"
"Middle East & North Africa","MEA",1970,"Tertiary","Male",458391.96875,"region"
"Middle East & North Africa","MEA",1971,"Pre-primary","Male",469545.53125,"region"
"Middle East & North Africa","MEA",1971,"Primary","Male",10238516.5,"region"
"Middle East & North Africa","MEA",1971,"Secondary","Male",3546280.625,"region"
"Middle East & North Africa","MEA",1971,"Tertiary","Male",483712.9375,"region"
"Middle East & North Africa","MEA",1972,"Pre-primary","Male",483859.46875,"region"
"Middle East & North Africa","MEA",1972,"Primary","Male",10522000.5,"region"
"Middle East & North Africa","MEA",1972,"Secondary","Male",3979607.125,"region"
"Middle East & North Africa","MEA",1972,"Tertiary","Male",540799.078125,"region"
"Middle East & North Africa","MEA",1973,"Pre-primary","Male",491660.40625,"region"
"Middle East & North Africa","MEA",1973,"Primary","Male",11018221.5,"region"
"Middle East & North Africa","MEA",1973,"Secondary","Male",4249679,"region"
"Middle East & North Africa","MEA",1973,"Tertiary","Male",607883.0625,"region"
"Middle East & North Africa","MEA",1974,"Pre-primary","Male",509325.8125,"region"
"Middle East & North Africa","MEA",1974,"Primary","Male",11403110.5,"region"
"Middle East & North Africa","MEA",1974,"Secondary","Male",4547818,"region"
"Middle East & North Africa","MEA",1974,"Tertiary","Male",670613.28125,"region"
"Middle East & North Africa","MEA",1975,"Pre-primary","Male",597597.5,"region"
"Middle East & North Africa","MEA",1975,"Primary","Male",12042342,"region"
"Middle East & North Africa","MEA",1975,"Secondary","Male",5003150,"region"
"Middle East & North Africa","MEA",1975,"Tertiary","Male",752235.90625,"region"
"Middle East & North Africa","MEA",1976,"Pre-primary","Male",695618.15625,"region"
"Middle East & North Africa","MEA",1976,"Primary","Male",12651317.5,"region"
"Middle East & North Africa","MEA",1976,"Secondary","Male",5446506.75,"region"
"Middle East & North Africa","MEA",1976,"Tertiary","Male",848798.0625,"region"
"Middle East & North Africa","MEA",1977,"Pre-primary","Male",749770.3125,"region"
"Middle East & North Africa","MEA",1977,"Primary","Male",13135673,"region"
"Middle East & North Africa","MEA",1977,"Secondary","Male",5895917.5,"region"
"Middle East & North Africa","MEA",1977,"Tertiary","Male",950656.125,"region"
"Middle East & North Africa","MEA",1978,"Pre-primary","Male",784504.15625,"region"
"Middle East & North Africa","MEA",1978,"Primary","Male",13547666,"region"
"Middle East & North Africa","MEA",1978,"Secondary","Male",6527607.25,"region"
"Middle East & North Africa","MEA",1978,"Tertiary","Male",1019419.625,"region"
"Middle East & North Africa","MEA",1979,"Pre-primary","Male",868381.8125,"region"
"Middle East & North Africa","MEA",1979,"Primary","Male",13547934,"region"
"Middle East & North Africa","MEA",1979,"Secondary","Male",6880625.5,"region"
"Middle East & North Africa","MEA",1979,"Tertiary","Male",1062245.75,"region"
"Middle East & North Africa","MEA",1980,"Pre-primary","Male",899747,"region"
"Middle East & North Africa","MEA",1980,"Primary","Male",14243389,"region"
"Middle East & North Africa","MEA",1980,"Secondary","Male",7223798.5,"region"
"Middle East & North Africa","MEA",1980,"Tertiary","Male",1141199.125,"region"
"Middle East & North Africa","MEA",1981,"Pre-primary","Male",932066.1875,"region"
"Middle East & North Africa","MEA",1981,"Primary","Male",14412585,"region"
"Middle East & North Africa","MEA",1981,"Secondary","Male",7517414.5,"region"
"Middle East & North Africa","MEA",1981,"Tertiary","Male",1244980.375,"region"
"Middle East & North Africa","MEA",1982,"Pre-primary","Male",966511.6875,"region"
"Middle East & North Africa","MEA",1982,"Primary","Male",15067217,"region"
"Middle East & North Africa","MEA",1982,"Secondary","Male",7904537,"region"
"Middle East & North Africa","MEA",1982,"Tertiary","Male",1348383.1875,"region"
"Middle East & North Africa","MEA",1983,"Pre-primary","Male",994833.375,"region"
"Middle East & North Africa","MEA",1983,"Primary","Male",15644310,"region"
"Middle East & North Africa","MEA",1983,"Secondary","Male",8235040.5,"region"
"Middle East & North Africa","MEA",1983,"Tertiary","Male",1419954.75,"region"
"Middle East & North Africa","MEA",1984,"Pre-primary","Male",1043811.3125,"region"
"Middle East & North Africa","MEA",1984,"Primary","Male",16266707,"region"
"Middle East & North Africa","MEA",1984,"Secondary","Male",8619245,"region"
"Middle East & North Africa","MEA",1984,"Tertiary","Male",1507730.3125,"region"
"Middle East & North Africa","MEA",1985,"Pre-primary","Male",1039923.25,"region"
"Middle East & North Africa","MEA",1985,"Primary","Male",16709183,"region"
"Middle East & North Africa","MEA",1985,"Secondary","Male",9049987,"region"
