"income.Name","income.Code","Year","Education","Gender","Number.of.Enrolment","Vizside"
"Upper middle income","UMC",2004,"Secondary","Female",102087344,"income"
"Upper middle income","UMC",2005,"Secondary","Female",102697480,"income"
"Upper middle income","UMC",2006,"Secondary","Female",102974720,"income"
"Upper middle income","UMC",2007,"Secondary","Female",102847072,"income"
"Upper middle income","UMC",2008,"Secondary","Female",102671104,"income"
"Upper middle income","UMC",2009,"Secondary","Female",102631704,"income"
"Upper middle income","UMC",2010,"Secondary","Female",101205872,"income"
"Upper middle income","UMC",2011,"Secondary","Female",100493680,"income"
"Upper middle income","UMC",2012,"Secondary","Female",99089704,"income"
"Upper middle income","UMC",2013,"Secondary","Female",100797928,"income"
"Upper middle income","UMC",2014,"Secondary","Female",99367792,"income"
"Upper middle income","UMC",2015,"Secondary","Female",97613408,"income"
"Upper middle income","UMC",2016,"Secondary","Female",NA,"income"
"Upper middle income","UMC",2017,"Secondary","Female",NA,"income"
"High income","HIC",1970,"Tertiary","Female",6982873,"income"
"High income","HIC",1971,"Tertiary","Female",7014861,"income"
"High income","HIC",1972,"Tertiary","Female",7440358,"income"
"High income","HIC",1973,"Tertiary","Female",7982495,"income"
"High income","HIC",1974,"Tertiary","Female",8446969,"income"
"High income","HIC",1975,"Tertiary","Female",9110646,"income"
"High income","HIC",1976,"Tertiary","Female",9850143,"income"
"High income","HIC",1977,"Tertiary","Female",10268995,"income"
"High income","HIC",1978,"Tertiary","Female",10805687,"income"
"High income","HIC",1979,"Tertiary","Female",11041633,"income"
"High income","HIC",1980,"Tertiary","Female",11482436,"income"
"High income","HIC",1981,"Tertiary","Female",12005285,"income"
"High income","HIC",1982,"Tertiary","Female",12418957,"income"
"High income","HIC",1983,"Tertiary","Female",12784305,"income"
"High income","HIC",1984,"Tertiary","Female",13095303,"income"
"High income","HIC",1985,"Tertiary","Female",13293286,"income"
"High income","HIC",1986,"Tertiary","Female",13521176,"income"
"High income","HIC",1987,"Tertiary","Female",13900358,"income"
"High income","HIC",1988,"Tertiary","Female",14389781,"income"
"High income","HIC",1989,"Tertiary","Female",14941461,"income"
"High income","HIC",1990,"Tertiary","Female",15791770,"income"
"High income","HIC",1991,"Tertiary","Female",16373459,"income"
"High income","HIC",1992,"Tertiary","Female",17308138,"income"
"High income","HIC",1993,"Tertiary","Female",18289790,"income"
"High income","HIC",1994,"Tertiary","Female",19010314,"income"
"High income","HIC",1995,"Tertiary","Female",19556962,"income"
"High income","HIC",1996,"Tertiary","Female",19979676,"income"
"High income","HIC",1997,"Tertiary","Female",20282998,"income"
"High income","HIC",1998,"Tertiary","Female",19951560,"income"
"High income","HIC",1999,"Tertiary","Female",20703044,"income"
"High income","HIC",2000,"Tertiary","Female",20781420,"income"
"High income","HIC",2001,"Tertiary","Female",21490124,"income"
"High income","HIC",2002,"Tertiary","Female",23455286,"income"
"High income","HIC",2003,"Tertiary","Female",24399680,"income"
"High income","HIC",2004,"Tertiary","Female",25053304,"income"
"High income","HIC",2005,"Tertiary","Female",25630186,"income"
"High income","HIC",2006,"Tertiary","Female",25985576,"income"
"High income","HIC",2007,"Tertiary","Female",26381218,"income"
"High income","HIC",2008,"Tertiary","Female",26878896,"income"
"High income","HIC",2009,"Tertiary","Female",27669412,"income"
"High income","HIC",2010,"Tertiary","Female",28867804,"income"
"High income","HIC",2011,"Tertiary","Female",29519454,"income"
"High income","HIC",2012,"Tertiary","Female",29605196,"income"
"High income","HIC",2013,"Tertiary","Female",28945618,"income"
"High income","HIC",2014,"Tertiary","Female",28746492,"income"
"High income","HIC",2015,"Tertiary","Female",28676486,"income"
"High income","HIC",2016,"Tertiary","Female",NA,"income"
"High income","HIC",2017,"Tertiary","Female",NA,"income"
"Low income","LIC",1970,"Tertiary","Female",116888.109375,"income"
"Low income","LIC",1971,"Tertiary","Female",111191.4921875,"income"
"Low income","LIC",1972,"Tertiary","Female",114149.2421875,"income"
"Low income","LIC",1973,"Tertiary","Female",127001.2734375,"income"
"Low income","LIC",1974,"Tertiary","Female",150019.515625,"income"
"Low income","LIC",1975,"Tertiary","Female",177704.921875,"income"
"Low income","LIC",1976,"Tertiary","Female",200357.5,"income"
"Low income","LIC",1977,"Tertiary","Female",217617.984375,"income"
"Low income","LIC",1978,"Tertiary","Female",227466.546875,"income"
"Low income","LIC",1979,"Tertiary","Female",226201.21875,"income"
"Low income","LIC",1980,"Tertiary","Female",222157.890625,"income"
"Low income","LIC",1981,"Tertiary","Female",220243.046875,"income"
"Low income","LIC",1982,"Tertiary","Female",227757.828125,"income"
"Low income","LIC",1983,"Tertiary","Female",235546.28125,"income"
"Low income","LIC",1984,"Tertiary","Female",254426.546875,"income"
"Low income","LIC",1985,"Tertiary","Female",276134.96875,"income"
"Low income","LIC",1986,"Tertiary","Female",302222.71875,"income"
"Low income","LIC",1987,"Tertiary","Female",319216.0625,"income"
"Low income","LIC",1988,"Tertiary","Female",338028.53125,"income"
"Low income","LIC",1989,"Tertiary","Female",354430.0625,"income"
"Low income","LIC",1990,"Tertiary","Female",360707.875,"income"
"Low income","LIC",1991,"Tertiary","Female",367186.875,"income"
"Low income","LIC",1992,"Tertiary","Female",366766.15625,"income"
"Low income","LIC",1993,"Tertiary","Female",360969.53125,"income"
"Low income","LIC",1994,"Tertiary","Female",344786.6875,"income"
"Low income","LIC",1995,"Tertiary","Female",327952.4375,"income"
"Low income","LIC",1996,"Tertiary","Female",320081.84375,"income"
"Low income","LIC",1997,"Tertiary","Female",317896.375,"income"
"Low income","LIC",1998,"Tertiary","Female",322530.96875,"income"
"Low income","LIC",1999,"Tertiary","Female",331026.0625,"income"
"Low income","LIC",2000,"Tertiary","Female",377309.4375,"income"
"Low income","LIC",2001,"Tertiary","Female",408041.25,"income"
"Low income","LIC",2002,"Tertiary","Female",453901.21875,"income"
"Low income","LIC",2003,"Tertiary","Female",504004.3125,"income"
"Low income","LIC",2004,"Tertiary","Female",555375.6875,"income"
"Low income","LIC",2005,"Tertiary","Female",624687.875,"income"
"Low income","LIC",2006,"Tertiary","Female",681373.375,"income"
"Low income","LIC",2007,"Tertiary","Female",754240.0625,"income"
"Low income","LIC",2008,"Tertiary","Female",846490.6875,"income"
"Low income","LIC",2009,"Tertiary","Female",970045.8125,"income"
"Low income","LIC",2010,"Tertiary","Female",1136101.125,"income"
"Low income","LIC",2011,"Tertiary","Female",1258677.5,"income"
"Low income","LIC",2012,"Tertiary","Female",1392458.625,"income"
"Low income","LIC",2013,"Tertiary","Female",1460836.75,"income"
"Low income","LIC",2014,"Tertiary","Female",1549589.875,"income"
"Low income","LIC",2015,"Tertiary","Female",1583068.875,"income"
"Low income","LIC",2016,"Tertiary","Female",NA,"income"
"Low income","LIC",2017,"Tertiary","Female",NA,"income"
"Lower middle income","LMC",1970,"Tertiary","Female",2237573.5,"income"
"Lower middle income","LMC",1971,"Tertiary","Female",2363377,"income"
"Lower middle income","LMC",1972,"Tertiary","Female",2483657.5,"income"
"Lower middle income","LMC",1973,"Tertiary","Female",2578448,"income"
"Lower middle income","LMC",1974,"Tertiary","Female",2682296,"income"
"Lower middle income","LMC",1975,"Tertiary","Female",2750421.75,"income"
"Lower middle income","LMC",1976,"Tertiary","Female",2847251.5,"income"
"Lower middle income","LMC",1977,"Tertiary","Female",2978295.75,"income"
"Lower middle income","LMC",1978,"Tertiary","Female",3182662,"income"
"Lower middle income","LMC",1979,"Tertiary","Female",3405983,"income"
"Lower middle income","LMC",1980,"Tertiary","Female",3572149.5,"income"
"Lower middle income","LMC",1981,"Tertiary","Female",3840115.75,"income"
"Lower middle income","LMC",1982,"Tertiary","Female",3996141.5,"income"
"Lower middle income","LMC",1983,"Tertiary","Female",4266805,"income"
"Lower middle income","LMC",1984,"Tertiary","Female",4569421,"income"
"Lower middle income","LMC",1985,"Tertiary","Female",4750389.5,"income"
"Lower middle income","LMC",1986,"Tertiary","Female",4791227.5,"income"
"Lower middle income","LMC",1987,"Tertiary","Female",5001622,"income"
"Lower middle income","LMC",1988,"Tertiary","Female",5020109.5,"income"
"Lower middle income","LMC",1989,"Tertiary","Female",5281597.5,"income"
"Lower middle income","LMC",1990,"Tertiary","Female",5504155,"income"
"Lower middle income","LMC",1991,"Tertiary","Female",5721377,"income"
"Lower middle income","LMC",1992,"Tertiary","Female",5856925,"income"
"Lower middle income","LMC",1993,"Tertiary","Female",6043499.5,"income"
"Lower middle income","LMC",1994,"Tertiary","Female",6273190,"income"
"Lower middle income","LMC",1995,"Tertiary","Female",6595602,"income"
"Lower middle income","LMC",1996,"Tertiary","Female",7194606.5,"income"
"Lower middle income","LMC",1997,"Tertiary","Female",7904791.5,"income"
"Lower middle income","LMC",1998,"Tertiary","Female",8807874,"income"
"Lower middle income","LMC",1999,"Tertiary","Female",9977662,"income"
"Lower middle income","LMC",2000,"Tertiary","Female",10809196,"income"
"Lower middle income","LMC",2001,"Tertiary","Female",11341018,"income"
"Lower middle income","LMC",2002,"Tertiary","Female",12341071,"income"
"Lower middle income","LMC",2003,"Tertiary","Female",12841871,"income"
"Lower middle income","LMC",2004,"Tertiary","Female",13517644,"income"
"Lower middle income","LMC",2005,"Tertiary","Female",14287875,"income"
"Lower middle income","LMC",2006,"Tertiary","Female",15436146,"income"
"Lower middle income","LMC",2007,"Tertiary","Female",16642765,"income"
"Lower middle income","LMC",2008,"Tertiary","Female",18292386,"income"
"Lower middle income","LMC",2009,"Tertiary","Female",19510972,"income"
"Lower middle income","LMC",2010,"Tertiary","Female",21027462,"income"
"Lower middle income","LMC",2011,"Tertiary","Female",24246114,"income"
"Lower middle income","LMC",2012,"Tertiary","Female",26759238,"income"
"Lower middle income","LMC",2013,"Tertiary","Female",27631646,"income"
"Lower middle income","LMC",2014,"Tertiary","Female",29633496,"income"
"Lower middle income","LMC",2015,"Tertiary","Female",29689390,"income"
"Lower middle income","LMC",2016,"Tertiary","Female",NA,"income"
"Lower middle income","LMC",2017,"Tertiary","Female",NA,"income"
"Middle income","MIC",1970,"Tertiary","Female",6513540.5,"income"
"Middle income","MIC",1971,"Tertiary","Female",6848134.5,"income"
"Middle income","MIC",1972,"Tertiary","Female",7208467.5,"income"
"Middle income","MIC",1973,"Tertiary","Female",7535412,"income"
"Middle income","MIC",1974,"Tertiary","Female",7968092,"income"
"Middle income","MIC",1975,"Tertiary","Female",8411812,"income"
"Middle income","MIC",1976,"Tertiary","Female",8729774,"income"
"Middle income","MIC",1977,"Tertiary","Female",9099649,"income"
"Middle income","MIC",1978,"Tertiary","Female",9515939,"income"
"Middle income","MIC",1979,"Tertiary","Female",10015144,"income"
"Middle income","MIC",1980,"Tertiary","Female",10433047,"income"
"Middle income","MIC",1981,"Tertiary","Female",10991731,"income"
"Middle income","MIC",1982,"Tertiary","Female",11606334,"income"
"Middle income","MIC",1983,"Tertiary","Female",12186089,"income"
"Middle income","MIC",1984,"Tertiary","Female",13178585,"income"
"Middle income","MIC",1985,"Tertiary","Female",13755279,"income"
"Middle income","MIC",1986,"Tertiary","Female",13819144,"income"
"Middle income","MIC",1987,"Tertiary","Female",14246335,"income"
"Middle income","MIC",1988,"Tertiary","Female",14355873,"income"
"Middle income","MIC",1989,"Tertiary","Female",14761519,"income"
"Middle income","MIC",1990,"Tertiary","Female",15156347,"income"
"Middle income","MIC",1991,"Tertiary","Female",15576596,"income"
"Middle income","MIC",1992,"Tertiary","Female",15799793,"income"
"Middle income","MIC",1993,"Tertiary","Female",16145559,"income"
"Middle income","MIC",1994,"Tertiary","Female",16935052,"income"
"Middle income","MIC",1995,"Tertiary","Female",18236808,"income"
"Middle income","MIC",1996,"Tertiary","Female",19228416,"income"
"Middle income","MIC",1997,"Tertiary","Female",21124482,"income"
"Middle income","MIC",1998,"Tertiary","Female",22739148,"income"
"Middle income","MIC",1999,"Tertiary","Female",25148956,"income"
"Middle income","MIC",2000,"Tertiary","Female",27527518,"income"
"Middle income","MIC",2001,"Tertiary","Female",30292334,"income"
"Middle income","MIC",2002,"Tertiary","Female",33925768,"income"
"Middle income","MIC",2003,"Tertiary","Female",37201200,"income"
"Middle income","MIC",2004,"Tertiary","Female",40354780,"income"
"Middle income","MIC",2005,"Tertiary","Female",43476060,"income"
"Middle income","MIC",2006,"Tertiary","Female",47399492,"income"
"Middle income","MIC",2007,"Tertiary","Female",51259820,"income"
"Middle income","MIC",2008,"Tertiary","Female",55264104,"income"
"Middle income","MIC",2009,"Tertiary","Female",58438784,"income"
"Middle income","MIC",2010,"Tertiary","Female",61708448,"income"
"Middle income","MIC",2011,"Tertiary","Female",65695008,"income"
"Middle income","MIC",2012,"Tertiary","Female",69186152,"income"
"Middle income","MIC",2013,"Tertiary","Female",71168408,"income"
"Middle income","MIC",2014,"Tertiary","Female",77566464,"income"
"Middle income","MIC",2015,"Tertiary","Female",78581632,"income"
"Middle income","MIC",2016,"Tertiary","Female",NA,"income"
"Middle income","MIC",2017,"Tertiary","Female",NA,"income"
"Upper middle income","UMC",1970,"Tertiary","Female",NA,"income"
"Upper middle income","UMC",1971,"Tertiary","Female",NA,"income"
"Upper middle income","UMC",1972,"Tertiary","Female",NA,"income"
"Upper middle income","UMC",1973,"Tertiary","Female",4956964,"income"
"Upper middle income","UMC",1974,"Tertiary","Female",5285796,"income"
"Upper middle income","UMC",1975,"Tertiary","Female",5661390.5,"income"
"Upper middle income","UMC",1976,"Tertiary","Female",5882522,"income"
"Upper middle income","UMC",1977,"Tertiary","Female",6121353.5,"income"
"Upper middle income","UMC",1978,"Tertiary","Female",6333276.5,"income"
"Upper middle income","UMC",1979,"Tertiary","Female",6609161,"income"
"Upper middle income","UMC",1980,"Tertiary","Female",6860897.5,"income"
"Upper middle income","UMC",1981,"Tertiary","Female",7151615.5,"income"
"Upper middle income","UMC",1982,"Tertiary","Female",7610192.5,"income"
"Upper middle income","UMC",1983,"Tertiary","Female",7919284,"income"
"Upper middle income","UMC",1984,"Tertiary","Female",8609164,"income"
"Upper middle income","UMC",1985,"Tertiary","Female",9004889,"income"
"Upper middle income","UMC",1986,"Tertiary","Female",9027916,"income"
"Upper middle income","UMC",1987,"Tertiary","Female",9244713,"income"
"Upper middle income","UMC",1988,"Tertiary","Female",9335764,"income"
"Upper middle income","UMC",1989,"Tertiary","Female",9479922,"income"
"Upper middle income","UMC",1990,"Tertiary","Female",9652192,"income"
"Upper middle income","UMC",1991,"Tertiary","Female",9855218,"income"
"Upper middle income","UMC",1992,"Tertiary","Female",9942868,"income"
"Upper middle income","UMC",1993,"Tertiary","Female",10102059,"income"
"Upper middle income","UMC",1994,"Tertiary","Female",10661862,"income"
"Upper middle income","UMC",1995,"Tertiary","Female",11641206,"income"
"Upper middle income","UMC",1996,"Tertiary","Female",12033809,"income"
"Upper middle income","UMC",1997,"Tertiary","Female",13219690,"income"
"Upper middle income","UMC",1998,"Tertiary","Female",13931275,"income"
"Upper middle income","UMC",1999,"Tertiary","Female",15171293,"income"
"Upper middle income","UMC",2000,"Tertiary","Female",16718322,"income"
"Upper middle income","UMC",2001,"Tertiary","Female",18951316,"income"
"Upper middle income","UMC",2002,"Tertiary","Female",21584698,"income"
"Upper middle income","UMC",2003,"Tertiary","Female",24359328,"income"
"Upper middle income","UMC",2004,"Tertiary","Female",26837136,"income"
"Upper middle income","UMC",2005,"Tertiary","Female",29188184,"income"
"Upper middle income","UMC",2006,"Tertiary","Female",31963344,"income"
"Upper middle income","UMC",2007,"Tertiary","Female",34617056,"income"
"Upper middle income","UMC",2008,"Tertiary","Female",36971720,"income"
"Upper middle income","UMC",2009,"Tertiary","Female",38927812,"income"
"Upper middle income","UMC",2010,"Tertiary","Female",40680984,"income"
"Upper middle income","UMC",2011,"Tertiary","Female",41448896,"income"
"Upper middle income","UMC",2012,"Tertiary","Female",42426916,"income"
"Upper middle income","UMC",2013,"Tertiary","Female",43536760,"income"
"Upper middle income","UMC",2014,"Tertiary","Female",47932972,"income"
"Upper middle income","UMC",2015,"Tertiary","Female",48892244,"income"
"Upper middle income","UMC",2016,"Tertiary","Female",NA,"income"
"Upper middle income","UMC",2017,"Tertiary","Female",NA,"income"
"High income","HIC",1970,"Pre-primary","Male",9958606,"income"
"High income","HIC",1970,"Primary","Male",44007296,"income"
"High income","HIC",1970,"Secondary","Male",41561290,"income"
"High income","HIC",1970,"Tertiary","Male",10674923,"income"
"High income","HIC",1971,"Pre-primary","Male",9882847,"income"
"High income","HIC",1971,"Primary","Male",44283720,"income"
"High income","HIC",1971,"Secondary","Male",42046482,"income"
"High income","HIC",1971,"Tertiary","Male",10739995,"income"
"High income","HIC",1972,"Pre-primary","Male",9863726,"income"
"High income","HIC",1972,"Primary","Male",44243908,"income"
"High income","HIC",1972,"Secondary","Male",43070636,"income"
"High income","HIC",1972,"Tertiary","Male",11267314,"income"
"High income","HIC",1973,"Pre-primary","Male",10161556,"income"
"High income","HIC",1973,"Primary","Male",44091848,"income"
"High income","HIC",1973,"Secondary","Male",43569944,"income"
"High income","HIC",1973,"Tertiary","Male",11566585,"income"
"High income","HIC",1974,"Pre-primary","Male",10482798,"income"
"High income","HIC",1974,"Primary","Male",43693040,"income"
"High income","HIC",1974,"Secondary","Male",44139240,"income"
"High income","HIC",1974,"Tertiary","Male",11879221,"income"
"High income","HIC",1975,"Pre-primary","Male",10893344,"income"
"High income","HIC",1975,"Primary","Male",43291120,"income"
"High income","HIC",1975,"Secondary","Male",44137852,"income"
"High income","HIC",1975,"Tertiary","Male",12433804,"income"
"High income","HIC",1976,"Pre-primary","Male",11203057,"income"
"High income","HIC",1976,"Primary","Male",42846872,"income"
"High income","HIC",1976,"Secondary","Male",44275724,"income"
"High income","HIC",1976,"Tertiary","Male",13338979,"income"
"High income","HIC",1977,"Pre-primary","Male",11207353,"income"
"High income","HIC",1977,"Primary","Male",42546664,"income"
"High income","HIC",1977,"Secondary","Male",44402184,"income"
"High income","HIC",1977,"Tertiary","Male",13222609,"income"
"High income","HIC",1978,"Pre-primary","Male",11103142,"income"
"High income","HIC",1978,"Primary","Male",42233560,"income"
"High income","HIC",1978,"Secondary","Male",44198580,"income"
"High income","HIC",1978,"Tertiary","Male",13538241,"income"
"High income","HIC",1979,"Pre-primary","Male",11113511,"income"
"High income","HIC",1979,"Primary","Male",41937960,"income"
"High income","HIC",1979,"Secondary","Male",43645724,"income"
"High income","HIC",1979,"Tertiary","Male",13486681,"income"
"High income","HIC",1980,"Pre-primary","Male",11128577,"income"
"High income","HIC",1980,"Primary","Male",42680540,"income"
"High income","HIC",1980,"Secondary","Male",45189444,"income"
"High income","HIC",1980,"Tertiary","Male",13751158,"income"
"High income","HIC",1981,"Pre-primary","Male",11305565,"income"
"High income","HIC",1981,"Primary","Male",42318788,"income"
"High income","HIC",1981,"Secondary","Male",45010400,"income"
"High income","HIC",1981,"Tertiary","Male",14091185,"income"
"High income","HIC",1982,"Pre-primary","Male",11329115,"income"
"High income","HIC",1982,"Primary","Male",42236936,"income"
"High income","HIC",1982,"Secondary","Male",45335376,"income"
"High income","HIC",1982,"Tertiary","Male",14426845,"income"
"High income","HIC",1983,"Pre-primary","Male",11387051,"income"
"High income","HIC",1983,"Primary","Male",41708632,"income"
"High income","HIC",1983,"Secondary","Male",45235688,"income"
"High income","HIC",1983,"Tertiary","Male",14731599,"income"
"High income","HIC",1984,"Pre-primary","Male",11560635,"income"
"High income","HIC",1984,"Primary","Male",41058704,"income"
"High income","HIC",1984,"Secondary","Male",45376240,"income"
"High income","HIC",1984,"Tertiary","Male",14940381,"income"
"High income","HIC",1985,"Pre-primary","Male",11686295,"income"
"High income","HIC",1985,"Primary","Male",40625300,"income"
"High income","HIC",1985,"Secondary","Male",45250380,"income"
"High income","HIC",1985,"Tertiary","Male",14959700,"income"
"High income","HIC",1986,"Pre-primary","Male",11982097,"income"
"High income","HIC",1986,"Primary","Male",40437876,"income"
"High income","HIC",1986,"Secondary","Male",45491396,"income"
"High income","HIC",1986,"Tertiary","Male",15038082,"income"
"High income","HIC",1987,"Pre-primary","Male",12167270,"income"
"High income","HIC",1987,"Primary","Male",40374032,"income"
"High income","HIC",1987,"Secondary","Male",45402592,"income"
"High income","HIC",1987,"Tertiary","Male",15228774,"income"
"High income","HIC",1988,"Pre-primary","Male",12319856,"income"
"High income","HIC",1988,"Primary","Male",40344404,"income"
"High income","HIC",1988,"Secondary","Male",45015388,"income"
"High income","HIC",1988,"Tertiary","Male",15461389,"income"
"High income","HIC",1989,"Pre-primary","Male",12196811,"income"
"High income","HIC",1989,"Primary","Male",40410972,"income"
"High income","HIC",1989,"Secondary","Male",44644560,"income"
"High income","HIC",1989,"Tertiary","Male",15761531,"income"
"High income","HIC",1990,"Pre-primary","Male",12353947,"income"
"High income","HIC",1990,"Primary","Male",40523432,"income"
"High income","HIC",1990,"Secondary","Male",44147152,"income"
"High income","HIC",1990,"Tertiary","Male",16105582,"income"
"High income","HIC",1991,"Pre-primary","Male",12624959,"income"
"High income","HIC",1991,"Primary","Male",40501820,"income"
"High income","HIC",1991,"Secondary","Male",44087176,"income"
"High income","HIC",1991,"Tertiary","Male",16562249,"income"
"High income","HIC",1992,"Pre-primary","Male",12722178,"income"
"High income","HIC",1992,"Primary","Male",40427980,"income"
"High income","HIC",1992,"Secondary","Male",44334996,"income"
"High income","HIC",1992,"Tertiary","Male",17103970,"income"
"High income","HIC",1993,"Pre-primary","Male",12988007,"income"
"High income","HIC",1993,"Primary","Male",40490224,"income"
"High income","HIC",1993,"Secondary","Male",45432120,"income"
"High income","HIC",1993,"Tertiary","Male",17927278,"income"
"High income","HIC",1994,"Pre-primary","Male",13191413,"income"
"High income","HIC",1994,"Primary","Male",40454980,"income"
"High income","HIC",1994,"Secondary","Male",46570660,"income"
"High income","HIC",1994,"Tertiary","Male",18489658,"income"
"High income","HIC",1995,"Pre-primary","Male",13343052,"income"
"High income","HIC",1995,"Primary","Male",40683080,"income"
"High income","HIC",1995,"Secondary","Male",46470568,"income"
"High income","HIC",1995,"Tertiary","Male",18669174,"income"
"High income","HIC",1996,"Pre-primary","Male",13499707,"income"
"High income","HIC",1996,"Primary","Male",40897968,"income"
"High income","HIC",1996,"Secondary","Male",46462136,"income"
"High income","HIC",1996,"Tertiary","Male",18923076,"income"
"High income","HIC",1997,"Pre-primary","Male",13213497,"income"
"High income","HIC",1997,"Primary","Male",40775620,"income"
"High income","HIC",1997,"Secondary","Male",46137220,"income"
"High income","HIC",1997,"Tertiary","Male",18999626,"income"
"High income","HIC",1998,"Pre-primary","Male",13451629,"income"
"High income","HIC",1998,"Primary","Male",40838820,"income"
"High income","HIC",1998,"Secondary","Male",45819980,"income"
"High income","HIC",1998,"Tertiary","Male",18535724,"income"
"High income","HIC",1999,"Pre-primary","Male",13636366,"income"
"High income","HIC",1999,"Primary","Male",40856048,"income"
"High income","HIC",1999,"Secondary","Male",45975352,"income"
"High income","HIC",1999,"Tertiary","Male",19145344,"income"
"High income","HIC",2000,"Pre-primary","Male",13527978,"income"
"High income","HIC",2000,"Primary","Male",40980860,"income"
"High income","HIC",2000,"Secondary","Male",46207016,"income"
"High income","HIC",2000,"Tertiary","Male",19141072,"income"
"High income","HIC",2001,"Pre-primary","Male",13762657,"income"
"High income","HIC",2001,"Primary","Male",40834120,"income"
"High income","HIC",2001,"Secondary","Male",46458108,"income"
"High income","HIC",2001,"Tertiary","Male",19646120,"income"
"High income","HIC",2002,"Pre-primary","Male",13758912,"income"
"High income","HIC",2002,"Primary","Male",40322124,"income"
"High income","HIC",2002,"Secondary","Male",46805924,"income"
"High income","HIC",2002,"Tertiary","Male",20964558,"income"
"High income","HIC",2003,"Pre-primary","Male",13551424,"income"
"High income","HIC",2003,"Primary","Male",40121392,"income"
"High income","HIC",2003,"Secondary","Male",47111660,"income"
"High income","HIC",2003,"Tertiary","Male",21522856,"income"
"High income","HIC",2004,"Pre-primary","Male",13551890,"income"
"High income","HIC",2004,"Primary","Male",39930848,"income"
"High income","HIC",2004,"Secondary","Male",46557136,"income"
"High income","HIC",2004,"Tertiary","Male",21795988,"income"
"High income","HIC",2005,"Pre-primary","Male",14150850,"income"
"High income","HIC",2005,"Primary","Male",39764324,"income"
"High income","HIC",2005,"Secondary","Male",46925948,"income"
"High income","HIC",2005,"Tertiary","Male",22153802,"income"
"High income","HIC",2006,"Pre-primary","Male",14246191,"income"
"High income","HIC",2006,"Primary","Male",39369448,"income"
"High income","HIC",2006,"Secondary","Male",46698940,"income"
"High income","HIC",2006,"Tertiary","Male",22339140,"income"
"High income","HIC",2007,"Pre-primary","Male",14325738,"income"
"High income","HIC",2007,"Primary","Male",39361296,"income"
"High income","HIC",2007,"Secondary","Male",46544996,"income"
"High income","HIC",2007,"Tertiary","Male",22633586,"income"
"High income","HIC",2008,"Pre-primary","Male",14465582,"income"
"High income","HIC",2008,"Primary","Male",39242408,"income"
"High income","HIC",2008,"Secondary","Male",46526732,"income"
"High income","HIC",2008,"Tertiary","Male",23027476,"income"
"High income","HIC",2009,"Pre-primary","Male",14570470,"income"
"High income","HIC",2009,"Primary","Male",38953868,"income"
"High income","HIC",2009,"Secondary","Male",46270596,"income"
"High income","HIC",2009,"Tertiary","Male",23602012,"income"
"High income","HIC",2010,"Pre-primary","Male",15042143,"income"
"High income","HIC",2010,"Primary","Male",38778960,"income"
"High income","HIC",2010,"Secondary","Male",46157988,"income"
"High income","HIC",2010,"Tertiary","Male",24566876,"income"
"High income","HIC",2011,"Pre-primary","Male",15381906,"income"
"High income","HIC",2011,"Primary","Male",38558476,"income"
"High income","HIC",2011,"Secondary","Male",45805456,"income"
"High income","HIC",2011,"Tertiary","Male",25157606,"income"
"High income","HIC",2012,"Pre-primary","Male",15711701,"income"
"High income","HIC",2012,"Primary","Male",38608680,"income"
"High income","HIC",2012,"Secondary","Male",45616008,"income"
"High income","HIC",2012,"Tertiary","Male",25262872,"income"
"High income","HIC",2013,"Pre-primary","Male",15753031,"income"
"High income","HIC",2013,"Primary","Male",38761032,"income"
"High income","HIC",2013,"Secondary","Male",46867020,"income"
"High income","HIC",2013,"Tertiary","Male",24978258,"income"
"High income","HIC",2014,"Pre-primary","Male",15994692,"income"
"High income","HIC",2014,"Primary","Male",38920036,"income"
"High income","HIC",2014,"Secondary","Male",46623668,"income"
"High income","HIC",2014,"Tertiary","Male",24909408,"income"
"High income","HIC",2015,"Pre-primary","Male",16014385,"income"
"High income","HIC",2015,"Primary","Male",39242904,"income"
"High income","HIC",2015,"Secondary","Male",46270944,"income"
"High income","HIC",2015,"Tertiary","Male",24835622,"income"
"High income","HIC",2016,"Pre-primary","Male",NA,"income"
"High income","HIC",2016,"Primary","Male",NA,"income"
"High income","HIC",2016,"Secondary","Male",NA,"income"
"High income","HIC",2016,"Tertiary","Male",NA,"income"
"High income","HIC",2017,"Pre-primary","Male",NA,"income"
"High income","HIC",2017,"Primary","Male",NA,"income"
"High income","HIC",2017,"Secondary","Male",NA,"income"
"High income","HIC",2017,"Tertiary","Male",NA,"income"
"Low income","LIC",1970,"Pre-primary","Male",NA,"income"
"Low income","LIC",1970,"Primary","Male",8779830,"income"
"Low income","LIC",1970,"Secondary","Male",2097552.125,"income"
"Low income","LIC",1970,"Tertiary","Male",279807.203125,"income"
"Low income","LIC",1971,"Pre-primary","Male",NA,"income"
"Low income","LIC",1971,"Primary","Male",9047340.5,"income"
"Low income","LIC",1971,"Secondary","Male",2242331.5,"income"
"Low income","LIC",1971,"Tertiary","Male",269727.7578125,"income"
"Low income","LIC",1972,"Pre-primary","Male",879893.0625,"income"
"Low income","LIC",1972,"Primary","Male",9181674,"income"
"Low income","LIC",1972,"Secondary","Male",2440498.5,"income"
"Low income","LIC",1972,"Tertiary","Male",282199.5078125,"income"
"Low income","LIC",1973,"Pre-primary","Male",940008.75,"income"
"Low income","LIC",1973,"Primary","Male",9643203,"income"
